S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
1185	Colorectal Neoplasms	Nevskia	Genus	64001	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1186	Colorectal Neoplasms	Pedobacter	Genus	84567	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1187	Colorectal Neoplasms	Pedobacter	Genus	84567	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1188	Colorectal Neoplasms	Peptostreptococcus	Genus	1257	16S rRNA sequencing	Colon mucosa tissue	Present	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1189	Colorectal Neoplasms	Propionibacterium	Genus	1743	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1190	Colorectal Neoplasms	Propionibacterium	Genus	1743	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1191	Colorectal Neoplasms	Proteobacteria	Phylum	1224	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1192	Colorectal Neoplasms	Pseudomonas	Genus	286	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1193	Colorectal Neoplasms	Pseudomonas	Genus	286	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1194	Colorectal Neoplasms	Psychrobacter	Genus	497	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1195	Colorectal Neoplasms	Psychrobacter	Genus	497	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1196	Colorectal Neoplasms	Rahnella	Genus	34037	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1197	Colorectal Neoplasms	Rahnella	Genus	34037	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1198	Colorectal Neoplasms	Rhizobium	Genus	379	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1199	Colorectal Neoplasms	Rhodococcus	Genus	1827	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1200	Colorectal Neoplasms	Sphingobacteriia	Class	117747	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1201	Colorectal Neoplasms	Sphingobacteriia	Class	117747	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1202	Colorectal Neoplasms	Sphingobacterium	Genus	28453	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1203	Colorectal Neoplasms	Sphingobacterium	Genus	28453	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1204	Colorectal Neoplasms	Sphingomonas	Genus	13687	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1205	Colorectal Neoplasms	Sphingomonas	Genus	13687	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1206	Colorectal Neoplasms	Stenotrophomonas	Genus	40323	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1207	Ulcerative Colitis	Escherichia coli	Species	562	qRT-PCR	Colon mucosa tissue	Increased	62	32	30	37.9	39.6	38	24	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	26261163	10.4103/0971-5916.162091	Kabeerdoss J	wurama@hotmail.com	Alterations of mucosal microbiota in the colon of patients with inflammatory bowel disease revealed by real time polymerase chain reaction amplification of 16S ribosomal ribonucleic acid	Indian J Med Res	2015	null	false
1208	Ulcerative Colitis	Lactobacillus	Genus	1578	qRT-PCR	Colon mucosa tissue	Increased	62	32	30	37.9	39.6	38	24	Ulcerative Colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	26261163	10.4103/0971-5916.162091	Kabeerdoss J	wurama@hotmail.com	Alterations of mucosal microbiota in the colon of patients with inflammatory bowel disease revealed by real time polymerase chain reaction amplification of 16S ribosomal ribonucleic acid	Indian J Med Res	2015	null	true
1209	Crohn Disease	Candidatus Saccharibacteria	Phylum	95818	16S rRNA sequencing	Subgingival plaque	Increased	null	null	null	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26288001	10.1097/MIB.0000000000000557	Kelsen J	bushman@mail.med.upenn.edu	Alterations of the Subgingival Microbiota in Pediatric Crohn's Disease Studied Longitudinally in Discovery and Validation Cohorts	Inflammatory Bowel Diseases	2015	null	false
1210	Crohn Disease	Capnocytophaga	Genus	1016	16S rRNA sequencing	Subgingival plaque	Increased	null	null	null	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26288001	10.1097/MIB.0000000000000557	Kelsen J	bushman@mail.med.upenn.edu	Alterations of the Subgingival Microbiota in Pediatric Crohn's Disease Studied Longitudinally in Discovery and Validation Cohorts	Inflammatory Bowel Diseases	2015	null	true
1211	Crohn Disease	Rothia	Genus	32207	16S rRNA sequencing	Subgingival plaque	Increased	null	null	null	null	null	null	null	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26288001	10.1097/MIB.0000000000000557	Kelsen J	bushman@mail.med.upenn.edu	Alterations of the Subgingival Microbiota in Pediatric Crohn's Disease Studied Longitudinally in Discovery and Validation Cohorts	Inflammatory Bowel Diseases	2015	null	true
1212	Crohn Disease	Actinomyces	Genus	1654	16S rRNA sequencing	Stool	Increased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	true
1213	Crohn Disease	Anaerofustis	Genus	264995	16S rRNA sequencing	Stool	Decreased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1214	Crohn Disease	Anaerostipes	Genus	207244	16S rRNA sequencing	Stool	Increased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1215	Crohn Disease	Anaerotruncus	Genus	244127	16S rRNA sequencing	Stool	Decreased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1216	Crohn Disease	Bacteroides caccae	Species	47678	16S rRNA sequencing	Stool	Increased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1217	Crohn Disease	Barnesiellaceae	Family	2005519	16S rRNA sequencing	Stool	Increased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1218	Crohn Disease	Christensenella	Genus	990721	16S rRNA sequencing	Stool	Decreased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	false
1219	Crohn Disease	Clostridium	Genus	1485	16S rRNA sequencing	Stool	Decreased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	true
1220	Crohn Disease	Coprococcus	Genus	33042	16S rRNA sequencing	Stool	Increased	42	20	20	45,475	33.45	15	25	Crohn disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	26313691	10.1097/MIB.0000000000000549	Perez-Brocal V	perez_vicbro@gva.es	Metagenomic Analysis of Crohn's Disease Patients Identifies Changes in the Virome and Microbiome Related to Disease Status and Therapy, and Detects Potential Interactions and Biomarkers	Inflammatory Bowel Diseases	2015	null	true
