Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
ChenShi2024,https://doi.org/10.3389/fnagi.2024.1478557,10.3389/fnagi.2024.1478557,Gut microbiota dysbiosis in patients with Alzheimer’s disease and correlation with multiple cognitive domains,2024,China,Asia,16S,Frontiers in Aging Neuroscience,Alzheimer’s disease (AD),No Difference,Yes,"Bacillus (mAD>HC; LEfSe LDA>2, p<0.05); Leuconostoc (mAD>HC; LEfSe LDA>2, p<0.05); Sellimonas (sAD>HC; LEfSe LDA>2, p<0.05).","Agathobacter (LEfSe LDA>2, p<0.05); Phascolarctobacterium (LEfSe LDA>2, p<0.05); Butyricicoccus (LEfSe LDA>2, p<0.05); Fusobacterium (LEfSe LDA>2, p<0.05); Haemophilus (LEfSe LDA>2, p<0.05); Lachnospiraceae_UCG-001 (LEfSe LDA>2, p<0.05); Parasutterella (LEfSe LDA>2, p<0.05); Lachnospiraceae_ND3007_group (LEfSe LDA>2, p<0.05); Lachnospira (LEfSe LDA>2, p<0.05); Lachnospiraceae_UCG-004 (LEfSe LDA>2, p<0.05)",,Main Text,gradient/subtypes,Fnu Babita,,,,,,,,,,
LeeKim2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10652389/,10.3389/fnagi.2023.1266955,Effects of the multidomain intervention with nutritional supplements on cognition and gut microbiome in early symptomatic Alzheimer's disease: a randomized controlled trial,2023,South Korea,Asia,16S,Frontiers in Aging Neuroscience,"Alzheimer’s disease (AD), Dementia",No Difference,Yes,Faecalibacterium,None,LEfSe (LDA),Main Text,intervention,Ariana J. Hampton,"CHECK - beta diversity after intervention was significantly different among three subgroups (diff btwn subgroups) BUT group A and the control group were sign diff for beta diversity (YES if you want to capture that one group - diff btwn subgroups if wanting to look at all 3 because the combo is a NO for beta div) | Paper spreads how it talks about significance a bit around from section to section, so I made sure to double check if each taxa was signficant throughout the paper/supps (if referenced in main text)",,,,,,,,,
LiuCheng2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC12380817/,10.3389/fnins.2025.1623165,Altered gut microbial networks and metabolic pathways in multiple system atrophy: a comparative 16S rRNA study,2025,Taiwan,Asia,16S,Frontiers in Neuroscience,"Multiple system atrophy (MSA), Parkinson’s disease (PD)",No Difference,Yes,Intestinibacter,"Fusicatenibacter, Butyricicoccus, Butyricicoccus, Phascolarctobacterium","ANCOM, Linear (e.g. MaAsLin)",Main Text,,Ariana J. Hampton,"CHECK - beta diversity was sign in MSA vs control but NOT in PD vs control. A MSA/PD vs control beta div was not calculated. So ... YES if wanting to capture one disease vs control while ignoring the second distinct disease, NO if wanting it to be in both | NOTE/CHECK - First 2 depletions are for MSA, third is for PD - ""Fusicatenibacter consistently exhibited a significantly lower abundance in MSA than in HC across all four algorithms using both DADA2-denoising and OTU-clustering. Furthermore, Butyricicoccus was significantly less abundant in MSA than in HC when ANCOM-BC was used. On the other hand, a significant decrease in Butyricicoccus abundance was observed in PD compared with HC "". Same thing for the next 2 I added (MSA not PD) -""Butyricicoccus as being less abundant and Intestinibacter as being more abundant in MSA""",,,,,,,,,
HaakWestendorp2020,https://pmc.ncbi.nlm.nih.gov/articles/PMC8213601/,10.1007/s12975-020-00863-4,Disruptions of Anaerobic Gut Bacteria Are Associated with Stroke and Post-stroke Infection: a Prospective Case-Control Study,2020,Netherlands,Europe,16S,Translational Stroke Research,"Stroke, Cerebral Hemorrhage (CH)",Decrease,Yes,"Enterococcus, Escherichia/Shigella","Anaerostipes, Ruminococcus, Subdoligranulum",DESeq,Main Text,,Ariana J. Hampton,,,,,,,,,,
PylesMiller2024,https://pmc.ncbi.nlm.nih.gov/articles/PMC10965628/,10.3389/fnmol.2024.1341808,The altered TBI fecal microbiome is stable and functionally distinct,2024,United States,North America,Other,Frontiers in Molecular Neuroscience,Traumatic Brain Injury (TBI),Not Reported,Not reported,"Ralstonia pickettii, B. uniformis, Dialister, Odoribacter, Sutterella","L. fermentum, Parabacteroides goldsteinii, Blautia, Collinsella,  F. prausnitzii, Lachnoclostridium, P. merdae",Other,Main Text,,Ariana J. Hampton,"DId NGS (double checked w/ SRA to see if they only did transcriptomics, and that is the case - listed RNA Seq on cDNA) ",,,,,,,,,
LvZhan2024,https://pmc.ncbi.nlm.nih.gov/articles/PMC11532950/,10.1016/j.isci.2024.111116,Gut commensal Agathobacter rectalis alleviates microglia-mediated neuroinflammation against pathogenesis of Alzheimer disease.,2024,China,Asia,16S,iScience,Alzheimer’s disease (AD),No Difference,No,"unclassified_c_Bacilli, Bacillus, norank_f_Erysipelotrichaceae, Christensenea","Agathobacter, Monoglobus, Dorea, Fusobacterium, Butyricicoccus, Lachnospira, Rothia",LEfSe (LDA),Main Text,,Ariana J. Hampton,,,,,,,,,,
MaoZhang2021,https://pmc.ncbi.nlm.nih.gov/articles/PMC8506127/,10.3389/fmicb.2021.728479,Cross-Sectional Study on the Gut Microbiome of Parkinson's Disease Patients in Central China.,2021,China,Asia,Shotgun,Frontiers in microbiology,Parkinson’s disease (PD),Increase,Yes,"Actinobacteria, Synergistetes, Bifidobacteriales, Bifidobacteriaceae, Scardovia, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Bilophila","Bacteroidaceae, Bacteroides",LEfSe (LDA),Main Text,,Ariana J. Hampton,,,,,,,,,,
LiSun2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9632779/,10.1371/journal.pone.0276598,Uncovering the characteristics of the gut microbiota in patients with acute ischemic stroke and phlegm-heat syndrome,2022,China,Asia,16S,PLOS ONE,Stroke,Increase,Yes,"Escherichia_Shigella, Akkermansia, Bifidobacterium, Ruminococcaceae_UCG_014, Ruminococcaceae_UCG_002, Christensenellaceae_R-7_group, Megasphaera, Escherichia_Shigella","Prevotella_9, Agathobacter, Faecalibacterium",LEfSe (LDA),Main Text,gradient/subtypes;confounding disease,Ariana J. Hampton,,,,,,,,,,
ZhaoWang2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9548195/,10.1186/s12967-022-03669-0,Pivotal interplays between fecal metabolome and gut microbiome reveal functional signatures in cerebral ischemic stroke,2022,China,Asia,Shotgun,Journal of Translational Medicine,Stroke,Increase,No,"Oscillibacter, Clostridium, Odoribacter, Akkermansia, Ruminococcus",None,LEfSe (LDA),Main Text,,Ariana J. Hampton,"There are depletions mentioned in tables, just not in the main text",,,,,,,,,
GongLiu2020,https://pubmed.ncbi.nlm.nih.gov/33042045/,10.3389/fmicb.2020.517797,Alteration of Gut Microbiota in Patients With Epilepsy and the Potential Index as a Biomarker,2020,China,Asia,16S,FRONTIERS IN MICROBIOLOGY,Epilepsy,Decrease,Yes,"Actinobacteria, Verrucomicrobia, Fusobacteria, Nitrospirae, Prevotella_9, Blautia, Bifidobacterium, Ruminococcaceae_UCG_014, Ruminococcus_gnavus_group, Megamonas, Akkermansia, Eubacterium_hallii_group, Romboutsia","Proteobacteria, Firmicutes, Saccharibacteria, Sutterella, Klebsiella, Lachnospiraceae_NK4A136_group, Escherichia_Shigella, Lachnoclostridium",LEfSe (LDA),Main Text,,Ahmed A. Shibl,The study included a comparison between drug-resistant epilepsy (DRE) and drug-sensitive epilepsy (DSE) where some taxa were specifically enriched or depleted in one of them.,,,,,,,,,
XiaYou2019,https://www.frontiersin.org/articles/10.3389/fneur.2019.00397/full,10.3389/fneur.2019.00397,Stroke Dysbiosis Index (SDI) in Gut Microbiome Are Associated With Brain Injury and Prognosis of Stroke,2019,China,Asia,16S,Frontiers in Neurology,Stroke,Not Reported,Yes,"Parabacteroides (q<0.1, LDA>2); Oscillospira (q<0.1, LDA>2); Enterobacteriaceae_uncl. (q<0.1, LDA>2); Bacteroides (q<0.1, LDA>2); Bacteroidaceae_uncl. (q<0.1, LDA>2)","Prevotella (q<0.1, LDA>2); Roseburia (q<0.1, LDA>2); Faecalibacterium (q<0.1, LDA>2); Clostridiaceae_uncl. (q<0.1, LDA>2); Lachnospira (q<0.1, LDA>2)a",,Main Text,,Fnu Babita,,,,,,,,,,
StagamanKmiecik2024,https://pubmed.ncbi.nlm.nih.gov/39443634/,10.1038/s43856-024-00630-8,Oral and gut microbiome profiles in people with early idiopathic Parkinson's disease.,2024,United States,North America,Shotgun,Communications medicine,Parkinson’s disease (PD),Increase,Yes,"Burkholderiales (order), Ruminococcaceae (family), Bifidobacterium dentium, Streptococcus vestibularis, Anaerostipes hadrus, Streptococcus mutans, Actinomyces, Akkermansia","Parabacteroides distasonis, Ruminococcus gnavus, Streptococcus australis, Streptococcus pseudopneumoniae, Actinomyces, Neisseria, Prevotella loescheii, Fusobacterium, Roseburia","Other, ANCOM",Main Text,,Ahmed A. Shibl,,,,,,,,,,
TanWu2021,https://pubmed.ncbi.nlm.nih.gov/32473086/,10.1002/jpen.1861,Dysbiosis of Gut Microbiota and Short-Chain Fatty Acids in Acute Ischemic Stroke and the Subsequent Risk for Poor Functional Outcomes,2021,China,Asia,16S,JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,Stroke,Not Reported,Yes,"Lactobacillaceae, Enterobacteriaceae, Porphyromonadaceae, Akkermansia","Roseburia, Bacteroides, Lachnospiraceae, Faecalibacterium, Blautia, Anaerostipes",LEfSe (LDA),Main Text,,Ahmed A. Shibl,,,,,,,,,,
AhoKlee2024,https://pubmed.ncbi.nlm.nih.gov/38582855/,10.1038/s41531-024-00687-1,Gut microbiome is not associated with mild cognitive impairment in Parkinson's disease.,2024,Luxembourg,Europe,16S,NPJ Parkinson's disease,Parkinson’s disease (PD),No Difference,Yes,"Enterobacteriaceae, Hungatella, DTU089 (family Ruminococcaceae)","Lachnospiraceae, Clostridiaceae, Butyricicoccaceae","DESeq, ANCOM, Other",Main Text,,Ahmed A. Shibl,,,,,,,,,,
OttavianoMarsiglia2025,https://pubmed.ncbi.nlm.nih.gov/41341265/,10.3389/fnins.2025.1655456,"Gut microbiota signatures in tuberous sclerosis complex and epilepsy: a pilot study
",2025,Italy,Europe,16S,FRONTIERS IN NEUROSCIENCE,"Epilepsy, Other",No Difference,No,TSC: Akkermansia; EPI: Faecousia,"TSC: Firmicutes (Ruminococcaceae family), Gemmiger ;Epilepsy: Firmicutes (Ruminococcaceae family), Gemmiger, Blautia_A",Other,Main Text,,Ahmed A. Shibl,,,,,,,,,,
PengQiu2018,https://pubmed.ncbi.nlm.nih.gov/30291996/,10.1016/j.eplepsyres.2018.09.013,Altered composition of the gut microbiome in patients with drug-resistant epilepsy,2018,China,Asia,16S,EPILEPSY RESEARCH,Epilepsy,Increase,Yes,"DS: Bacteroides, Barnesiell ;DR: Verrucomicrobia, Clostridium XVIII, Atopobium, Holdemania, Dorea, Saccharibacteria, Delftia, Coprobacillus, Paraprevotella, Ruminococcus, Gemmiger, Akkermansia, Neisseria, Coprococcus, Fusobacterium, Methanobrevibacter, Phascolarctobacterium, Roseburia",None reported,LEfSe (LDA),Main Text,gradient/subtypes,Ahmed A. Shibl,Firmicutes significantly enriched in patients with drug-resistant epilepsy compared with patients with drug-sensitive epilepsy and the healthy controls.,,,,,,,,,
WangLi2022,https://pubmed.ncbi.nlm.nih.gov/36437994/,10.3389/fnagi.2022.972982,The relationship between Alzheimer's disease and intestinal microflora structure and inflammatory factors.,2022,China,Asia,16S,Frontiers in aging neuroscience,"Alzheimer’s disease (AD), Dementia",Decrease,Not reported,"Bacteroidetes, Proteobacteria (E. coli), Enterococcus","Firmicutes (Ruminococcus, Lactobacillus), Bifidobacterium",Other,Main Text,,Ahmed A. Shibl,,,,,,,,,,
BaoSun2024,https://doi.org/10.1177/15459683241252608,10.1177/15459683241252608,Relationship Between the Gut Microbiota and Neurological Deficits in Patients With Cerebral Ischemic Stroke,2024,China,Asia,16S,Neurorehabilitation and Neural Repair,Stroke,Decrease,Yes,,,,Main Text,gradient/subtypes,Fnu Babita,,,,,,,,,,
TianXia2022,https://pubmed.ncbi.nlm.nih.gov/35274319/,10.1002/jpen.2370,Effect of enteral nutrition on the intestinal microbiome and risk of death in ischemic stroke patients,2022,China,Asia,16S,JOURNAL OF PARENTERAL AND ENTERAL NUTRITION,Stroke,Decrease,Yes,"EN: Enterococcus ; ON: Lachnospiraceae, Clostridiaceae","EN: Lachnospiraceae, Ruminococcus ;Both: Akkermansia, Faecalibacterium",LEfSe (LDA),Main Text,intervention;gradient/subtypes,Ahmed A. Shibl,"The authors report: Akkermansia, Blautia, Faecalibacterium, Dialister,
Lachnospira, Prevotella, and Roseburia abundances were significantly
lower in the EN group than in the HC group, with those in the ON
group halfway between the two. Faecalibacterium, Lachnospira, and
Roseburia abundances were significantly different among all the
groups.",,,,,,,,,
SafakAltunan2020,https://pubmed.ncbi.nlm.nih.gov/31730997/,10.1016/j.micpath.2019.103853,The gut microbiome in epilepsy,2020,Turkey,Europe,16S,MICROBIAL PATHOGENESIS,Epilepsy,Not Reported,Yes,"Campylobacter, Delftia, Haemophilus, Lautropia, Neisseria, Leptotrichia, Fusobacterium","Blautia, Coprococcus, Faecalibacterium, Ruminococcus, Bacteroides, Parabacteroides, Bifidobacterium, Collinsella",Other,Main Text,,Ahmed A. Shibl,,,,,,,,,,
WeiChen2023,https://pubmed.ncbi.nlm.nih.gov/37984550/,10.1002/brb3.3318,Identification of disordered profiles of gut microbiota and functional component in stroke and poststroke epilepsy,2023,China,Asia,16S,BRAIN AND BEHAVIOR,"Stroke, Epilepsy",Decrease,Yes,"Stroke: Enterococcus, ;Epilepsy: Escherichia Shigella, Clostridium innocuum-group","Stroke: Butyricicoccus, Anaerostipes  ;Epilepsy: Faecalibacterium, Anaerostipes",Other,Main Text,,Ahmed A. Shibl,NK4A214_group and Veillonella were identified as common optimal diagnostic biomarkers for both STR and PSE.,,,,,,,,,
CuiLiu2022,https://doi.org/10.3389/fmicb.2021.696632,10.3389/fmicb.2021.696632,Gut Microbiome Distinguishes Patients With Epilepsy From Healthy Individuals,2022,China,Asia,16S,Frontiers in Microbiology,Epilepsy,Decrease,Yes,"Proteobacteria (p<0.05); Actinobacteriota (p<0.05); Escherichia/Shigella (LDA>3, p<0.05); Enterobacteriaceae-unclassified (LDA>3, p<0.05); Halomonas (LDA>3, p<0.05); Bifidobacterium (LDA>3, p<0.05); Subdoligranulum (p<0.05); Faecalibacterium (p<0.05)","Bacteroidota (p<0.05); Bacteroides (LDA>3, p<0.05); Megamonas (p<0.05); Prevotella (p<0.05); Lachnospiraceae-unclassified (LDA>3, p<0.05); Blautia (LDA>3, p<0.05); Lachnospira (LDA>3, p<0.05); Parabacteroides (p<0.05); Collinsella (p<0.05).",,Main Text,,Fnu Babita,,,,,,,,,,
ZhangWang2023,https://pubmed.ncbi.nlm.nih.gov/37197229/,10.1155/2023/6297653,Imbalance of Microbacterial Diversity Is Associated with Functional Prognosis of Stroke,2023,China,Asia,16S,NEURAL PLASTICITY,Stroke,Decrease,Yes,"Akkermansiaceae (Akkermansia), Fusobacteriota (Fusobacteria), Desulfobacterota (Desulfovibrio), Ruminococcaceae, Oscillospirales",Acidobacteriota,"LEfSe (LDA), Other",Main Text,,Ahmed A. Shibl,,,,,,,,,,
XuWang2021,https://pubmed.ncbi.nlm.nih.gov/34666915/,10.1016/j.numecd.2021.08.045,Compositional and functional alterations of gut microbiota in patients with stroke,2021,China,Asia,16S,NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,Stroke,Increase,Yes,"Parabacteroides, Klebsiella, Lactobacillus, Anaerotruncus, Mogibacterium, Fastidiosipila, Alloprevotella, Collinsella, Desulfovibrio, Enterococcus, Eubacterium, Bifidobacterium, Hungatella, Olsenella, Bilophila, Coprobacillus, Holdemania, Actinomyces, Hydrogenoanaerobacterium, Atopobium, Abiotrophia, Neisseria, Gelria, Faecalicoccus","Bacteroides, Prevotella",LEfSe (LDA),Main Text,,Ahmed A. Shibl,,,,,,,,,,
JiangLi2023,https://pubmed.ncbi.nlm.nih.gov/37083652/,PMID/37083652,Ischemic Stroke and Dysbiosis of Gut Microbiota: Changes to LPS Levels and Effects on Functional Outcomes,2023,China,Asia,Other,ALTERNATIVE THERAPIES IN HEALTH AND MEDICINE,Stroke,Decrease,Yes,"Escherichia coli, Shigella, Bacteroides. Severe stroke: Actinobacteria, Tannerellaceae, Parabacteroides, Escherichia, Bifidobacteriales. Mid-moderate stroke: Veillonellaceae, Ruminococcus, Agathobacter","Prevotella, Lachnospirales, Lachnospira, Ruminococcaceae, Faecalibacterium, Roseburia. Severe stroke: Spirochaetes, Faecalibacterium, Prevotella, Roseburia, Lachnospira",LEfSe (LDA),Main Text,,Ahmed A. Shibl,further categorized by stroke severity (Mild-Moderate vs. Severe) and poor outcome vs. good outcome.,,,,,,,,,
ZhengChen2022,https://pubmed.ncbi.nlm.nih.gov/35603160/,10.3389/fimmu.2022.836820,Gut Dysbiosis Is Associated With the Severity of Cryptogenic Stroke and Enhanced Systemic Inflammatory Response,2022,China,Asia,16S,FRONTIERS IN IMMUNOLOGY,Stroke,Increase,Yes,"Genus: Escherichia–Shigella, Streptococcus, Lactobacillus, Klebsiella, Bacteroides ; Family: Enterobacteriaceae, Streptococcaceae, Lactobacillaceae","Genus: Faecalibacterium, Dialister, Roseburia, Bifidobacterium; Family: Veillonellaceae, Ruminococcaceae, Bifidobacteriaceae",LEfSe (LDA),Main Text,,Ahmed A. Shibl,main text and figure 3,,,,,,,,,
GrochowskaLaskus2022,https://pubmed.ncbi.nlm.nih.gov/35877424/,10.3390/cimb44070200,Patients with Infections of The Central Nervous System Have Lowered Gut Microbiota Alpha Diversity,2022,Poland,Europe,16S,CURRENT ISSUES IN MOLECULAR BIOLOGY,Other,Decrease,No,none,"Clostridium, Anaerostipes, Lachnobacterium, Lachnospira, Roseburia, Coriobacteriales",Other,Main Text,,Ahmed A. Shibl,Nonparametric t-test,,,,,,,,,
XuKan2018,https://pubmed.ncbi.nlm.nih.gov/30353470/,10.1007/s12275-018-8327-5,Astragaloside IV reversed the autophagy and oxidative stress induced by the intestinal microbiota of AIS in mice,2018,China,Asia,16S,JOURNAL OF MICROBIOLOGY,Stroke,Not Reported,Differing B/w Subgroups,"Both: Clostridium ;Significant in AIS but not TIA: Bifidobacterium, Megamonas, Holdemanella","Escherichia-Shigella, Blautia",Other,Main Text,,Ahmed A. Shibl,Low similarity between AIS and HC; High similarity between TIA and HC - Extracted signifcant taxa from Table 2,,,,,,,,,
